440	8.14506e-06	4.998285511689833e-11
439	8.14506e-06	4.9983615885189546e-11
438	8.14506e-06	4.998588934399988e-11
437	1.07974e-05	4.9988745968498164e-11
436	1.07974e-05	4.9995438813005895e-11
435	1.07974e-05	4.9996990550002764e-11
434	1.23190e-05	5.0013215666130006e-11
433	1.23190e-05	5.176334678324448e-11
432	1.23190e-05	5.177700838523674e-11
431	1.39072e-05	5.178320795259572e-11
430	1.39072e-05	5.787144391754556e-11
429	1.39072e-05	5.7882729342981274e-11
428	1.72475e-05	5.792187970473921e-11
427	1.72475e-05	6.469612050391033e-11
426	1.72475e-05	6.486336355766188e-11
425	1.89948e-05	6.486594370633138e-11
424	1.89948e-05	6.739005109662308e-11
423	1.89948e-05	6.739554814381951e-11
422	2.19524e-05	6.740950300124341e-11
421	2.19524e-05	6.741151951743139e-11
420	2.19524e-05	7.128941971196372e-11
419	2.25596e-05	7.12960610838729e-11
418	2.25596e-05	7.130321885493617e-11
417	2.25596e-05	7.130935069249864e-11
416	2.52397e-05	7.131034437625453e-11
415	2.52397e-05	7.13124384843409e-11
414	2.52397e-05	7.83728152066352e-11
413	2.91194e-05	1.0440250593996849e-10
412	2.91194e-05	1.044191068016266e-10
411	2.91194e-05	1.0443040493291753e-10
410	3.32422e-05	1.044308308796158e-10
409	3.32422e-05	1.2065625686450994e-10
408	3.32422e-05	1.2065828573493158e-10
407	3.65630e-05	1.2069817900815486e-10
406	3.65630e-05	1.2072924249487067e-10
405	3.65630e-05	1.224188623589502e-10
404	3.74629e-05	1.226910492230049e-10
403	3.74629e-05	1.227346222538065e-10
402	3.74629e-05	1.227491132001112e-10
401	4.65301e-05	1.2276614873385032e-10
400	4.65301e-05	1.4335877615259619e-10
399	4.65301e-05	1.4339234657071627e-10
398	5.12935e-05	1.8096802535357837e-10
397	5.12935e-05	1.80968959672252e-10
396	5.12935e-05	1.8097398788839165e-10
395	5.34215e-05	1.8098960986798976e-10
394	5.34215e-05	1.8099538264707928e-10
393	5.34215e-05	1.8100625995868555e-10
392	5.97340e-05	1.810190160594082e-10
391	5.97340e-05	1.8105334310061593e-10
390	5.97340e-05	4.462055868973227e-10
389	6.07519e-05	4.462362450864787e-10
388	6.07519e-05	4.462368976431938e-10
387	6.07519e-05	5.246521115077941e-10
386	6.40610e-05	5.246559413967806e-10
385	6.40610e-05	5.246697035803946e-10
384	6.40610e-05	5.24694262988358e-10
383	6.47204e-05	5.246992067470798e-10
382	6.47204e-05	5.24709245735309e-10
381	6.47204e-05	5.247225362220164e-10
380	6.72524e-05	5.247274795198728e-10
379	6.72524e-05	5.307376857383557e-10
378	6.72524e-05	5.307738463265849e-10
377	6.79115e-05	5.307741908204491e-10
376	6.79115e-05	5.308103842222494e-10
375	6.79115e-05	5.308148388289483e-10
374	7.74958e-05	5.308214415999952e-10
373	7.74958e-05	5.308326586154572e-10
372	7.74958e-05	5.308582092515332e-10
371	8.61867e-05	5.308947367207178e-10
370	8.61867e-05	5.309302912612831e-10
369	8.61867e-05	6.675605733598548e-10
368	8.87414e-05	6.677326445432009e-10
367	8.87414e-05	6.677327114324479e-10
366	8.87414e-05	6.677828025035028e-10
365	9.78263e-05	6.677853539967871e-10
364	9.78263e-05	6.678522957899791e-10
363	9.78263e-05	6.681647606640441e-10
362	9.95314e-05	6.681885415139596e-10
361	9.95314e-05	6.682753929658741e-10
360	9.95314e-05	6.687925796233753e-10
359	1.01124e-04	6.688931171875142e-10
358	1.01124e-04	7.304633416743343e-10
357	1.01124e-04	7.305481292977491e-10
356	1.10700e-04	7.305556439206884e-10
355	1.10700e-04	7.305751204200249e-10
354	1.10700e-04	7.609696422234784e-10
353	1.14551e-04	7.617604110675966e-10
352	1.14551e-04	7.618237022983809e-10
351	1.14551e-04	7.618285533739058e-10
350	1.24378e-04	9.441112957471728e-10
349	1.24378e-04	9.441997375549658e-10
348	1.24378e-04	9.44207857748712e-10
347	1.37874e-04	9.445350107106741e-10
346	1.37874e-04	9.446667045216643e-10
345	1.37874e-04	9.447466893593672e-10
344	1.41419e-04	9.458504544700168e-10
343	1.41419e-04	1.0812305708405562e-09
342	1.41419e-04	1.0822297275709772e-09
341	1.43798e-04	1.0834457745167608e-09
340	1.43798e-04	1.3848617626640052e-09
339	1.43798e-04	1.3849854120003632e-09
338	1.51770e-04	1.3850005811034393e-09
337	1.51770e-04	1.3857103477522327e-09
336	1.51770e-04	1.9447195728080625e-09
335	1.52580e-04	1.9452944651327537e-09
334	1.52580e-04	1.945840744027327e-09
333	1.52580e-04	2.3063072234273795e-09
332	1.55811e-04	2.306323635042763e-09
331	1.55811e-04	2.3063554470418368e-09
330	1.55811e-04	2.3063828226578064e-09
329	1.57548e-04	2.3064336875382182e-09
328	1.57548e-04	2.306456712616785e-09
327	1.57548e-04	2.3076042916789563e-09
326	1.61758e-04	2.3076172521312212e-09
325	1.61758e-04	2.3076572436624993e-09
324	1.61758e-04	2.3076617648818594e-09
323	1.74037e-04	2.3077004275179563e-09
322	1.74037e-04	2.3300631679430855e-09
321	1.74037e-04	2.3301028679653808e-09
320	1.78897e-04	2.3306432212349658e-09
319	1.78897e-04	2.332023823004788e-09
318	1.78897e-04	3.1346365745359033e-09
317	1.85325e-04	3.184337726515489e-09
316	1.85325e-04	4.3217912460241905e-09
315	1.85325e-04	4.328681801310928e-09
314	1.99058e-04	4.466481558649059e-09
313	1.99058e-04	4.46665377953297e-09
312	1.99058e-04	4.4672554281103e-09
311	2.08048e-04	4.849181048908208e-09
310	2.08048e-04	4.850628709851373e-09
309	2.08048e-04	4.853918040663699e-09
308	2.09247e-04	4.853974237690973e-09
307	2.09247e-04	4.854011106515596e-09
306	2.09247e-04	6.253888939842823e-09
305	2.95303e-04	6.572017903498985e-09
304	2.95303e-04	6.572966750926202e-09
303	2.95303e-04	6.575595750643789e-09
302	2.97302e-04	6.57590346192756e-09
301	2.97302e-04	6.68995083446954e-09
300	2.97302e-04	6.692016502087748e-09
299	3.04042e-04	6.692417473765829e-09
298	3.04042e-04	6.821358036790809e-09
297	3.04042e-04	6.822233399778001e-09
296	3.07091e-04	6.822284210520042e-09
295	3.07091e-04	6.872542911133304e-09
294	3.07091e-04	6.8726496510019644e-09
293	3.22788e-04	6.872689263158164e-09
292	3.22788e-04	6.872691552594021e-09
291	3.22788e-04	6.873076352394173e-09
290	3.49617e-04	6.873109404255561e-09
289	3.49617e-04	6.8731256950428084e-09
288	3.49617e-04	6.8732005570208336e-09
287	3.89973e-04	6.87334632807349e-09
286	3.89973e-04	8.393298945698184e-09
285	3.89973e-04	8.393325396449144e-09
284	4.07654e-04	8.399312171882195e-09
