10	4 	1.000000000023179	0.0
10	6 	1.0000000000391147	0.0
10	8 	0.9999999998879235	0.0
10	10 	0.9999999998700877	0.0
20	4 	1.0000000001764344	0.0
20	6 	0.9999999997859965	0.0
20	8 	0.9999999996474946	0.0
20	10 	1.0000000001360183	0.0
30	4 	1.0000000000313736	0.0
30	6 	0.9999999995031992	0.0
30	8 	0.9999999994020212	0.0
30	10 	0.9999999988824578	0.0
40	4 	1.0000000496476444	0.0
40	6 	1.0000000614244011	0.0
40	8 	1.000000022942657	0.0
40	10 	1.0000000234944988	0.0
50	6 	0.9999988250078702	0.0
50	8 	1.0000000839667196	0.0
50	10 	1.0000000207160062	0.0
60	8 	1.0000076255322203	0.0
60	10 	1.0000127357782873	0.0
