440	4.83500e-15	5.821658445167696e-16
439	4.83500e-15	5.821658449855211e-16
438	4.83501e-15	5.821658449252106e-16
437	5.02456e-15	5.821658449049615e-16
436	5.02456e-15	5.821658222541913e-16
435	5.21812e-15	5.821658336334186e-16
434	5.21855e-15	5.821658340487781e-16
433	5.21856e-15	5.821658316426115e-16
432	5.34007e-15	5.821658404870493e-16
431	5.34029e-15	5.821658410155028e-16
430	5.34029e-15	5.821658407241485e-16
429	5.36985e-15	5.821658565284593e-16
428	5.36994e-15	5.821658567027187e-16
427	5.37043e-15	5.821658566414965e-16
426	5.41061e-15	5.821670610878768e-16
425	5.49446e-15	5.821670613710501e-16
424	5.49461e-15	5.821670613303788e-16
423	5.50824e-15	5.821670673843586e-16
422	5.74072e-15	5.821672103934048e-16
421	6.23562e-15	5.821672101614485e-16
420	6.23562e-15	5.821672101297194e-16
419	6.37758e-15	5.821672102364355e-16
418	6.37841e-15	5.821672104968204e-16
417	6.37841e-15	5.821672100757044e-16
416	7.49943e-15	5.821672027370137e-16
415	7.49943e-15	5.821671960540466e-16
414	7.49956e-15	5.821682964002014e-16
413	7.67302e-15	5.821682961222948e-16
412	7.67302e-15	5.821682956095635e-16
411	7.67491e-15	5.821683998582774e-16
410	7.94972e-15	5.821683997807984e-16
409	7.94972e-15	5.821683997730731e-16
408	7.98376e-15	5.821684533520806e-16
407	8.09893e-15	5.821684536538264e-16
406	8.09895e-15	5.821684533846155e-16
405	8.09895e-15	5.821684535708171e-16
404	1.02553e-14	5.821684538385075e-16
403	1.02554e-14	5.821684535807578e-16
402	1.02554e-14	5.82168453464524e-16
401	1.05413e-14	5.821684535868267e-16
400	1.05414e-14	5.82168453586015e-16
399	1.05554e-14	5.821685028542155e-16
398	1.90552e-14	5.821685025103604e-16
397	1.90552e-14	5.821685025103877e-16
396	1.90858e-14	5.821686984219684e-16
395	1.95864e-14	5.821694590387771e-16
394	1.95864e-14	5.821694589871567e-16
393	1.95864e-14	5.821694594323252e-16
392	1.97425e-14	5.821694586391284e-16
391	1.97425e-14	5.821694589680826e-16
390	1.97425e-14	5.821694591234518e-16
389	2.01526e-14	5.821695417979757e-16
388	2.01533e-14	5.82169541653941e-16
387	2.01533e-14	5.821695418882912e-16
386	2.03393e-14	5.821695641179153e-16
385	2.03654e-14	5.821695639981654e-16
384	2.03654e-14	5.821695643408422e-16
383	2.09495e-14	5.821697341336457e-16
382	2.09501e-14	5.821697338635384e-16
381	2.09501e-14	5.821697336840484e-16
380	2.34899e-14	5.821697337669238e-16
379	2.34899e-14	5.821697337484897e-16
378	2.34899e-14	5.821697340492063e-16
377	2.44245e-14	5.821697340476749e-16
376	2.44245e-14	5.821697340474185e-16
375	2.44249e-14	5.821698515757871e-16
374	2.81378e-14	5.821698513662227e-16
373	2.81378e-14	5.821698513303823e-16
372	2.81378e-14	5.821702553148605e-16
371	2.92512e-14	5.821702555069147e-16
370	2.92512e-14	5.821702551301591e-16
369	2.92512e-14	5.821747569643175e-16
368	3.15210e-14	5.821747572133488e-16
367	3.15210e-14	5.821747567485815e-16
366	3.15210e-14	5.821747571869649e-16
365	3.28080e-14	5.821747571866596e-16
