60	10 	0.98573916	0.0602	0.0
10	6 	0.999819369409453	0.0
10	8 	0.9998193695484398	0.0
10	10 	0.9998193701838651	0.0
20	4 	0.99928711353947	0.0
20	6 	0.9992870891651116	0.0
20	8 	0.9992870893817315	0.0
20	10 	0.9992870929239857	0.0
30	4 	0.997297374929009	0.0
30	6 	0.9972970543924823	0.0
30	8 	0.9972970517049922	0.0
30	10 	0.9972970563317363	0.0
40	4 	0.9912729010425827	0.0
40	6 	0.9912693065606202	0.0
40	8 	0.9912691354341641	0.0
40	10 	0.9912694257297476	0.0
50	6 	0.9845488879888107	0.0
50	8 	0.9845484619227466	0.0
50	10 	0.9845548895554201	0.0
60	8 	0.9857540208606494	0.0
60	10 	0.9857391636047355	0.0
