10	4 	0.004692821863248473	0.0
10	6 	0.0046929058600099745	0.0
10	8 	0.004692897590864883	0.0
10	10 	0.004692902273636442	0.0
20	4 	0.017379080047145265	0.0
20	6 	0.017379416938136764	0.0
20	8 	0.017379445051512628	0.0
20	10 	0.017379516253551622	0.0
30	4 	0.06541245834501264	0.0
30	6 	0.0654222248502167	0.0
30	8 	0.06542211972305403	0.0
30	10 	0.06542203723801984	0.0
40	4 	0.21937305057182307	0.0
40	6 	0.21953603431869886	0.0
40	8 	0.2195323325087895	0.0
40	10 	0.21952999650864505	0.0
50	6 	0.4700813749101377	0.0
50	8 	0.4699912941304495	0.0
50	10 	0.4699781039023488	0.0
60	8 	0.5127373202186887	0.0
60	10 	0.5133977281848444	0.0
